destination_name,country,continent,type,avg_cost_usd_day,best_season,avg_rating,annual_visitors_m,unesco_site,budget_level,culture,adventure,nature,beaches,nightlife,cuisine,wellness,urban,seclusion,climate_label
Lush Park,Vietnam,Asia,Religious,202.44,Spring,5.0,2.05,Yes,Premium,4.142857142857143,3.4285714285714284,3.7142857142857144,1.8571428571428572,2.4285714285714284,4.285714285714286,3.142857142857143,3.0,3.4285714285714284,Cold
Mystic Plaza,South Africa,Africa,Beach,131.32,Autumn,4.3,8.75,No,Mid-range,3.75,3.5,4.0,2.75,3.5,4.0,3.0,4.0,2.25,Warm
Golden Valley,USA,North America,Historical,143.03,Autumn,4.7,0.98,No,Mid-range,4.084714165503293,3.2801098212388133,3.7489909779763613,2.33892642417113,3.117380553583651,4.038431451973767,3.119507328644805,3.2649765443172725,2.934566021440665,Pleasant
Crystal Plaza,China,Asia,Religious,154.17,Spring,4.3,4.23,No,Premium,4.333333333333333,3.2222222222222223,3.5555555555555554,1.2222222222222223,3.111111111111111,3.888888888888889,3.0,3.5555555555555554,2.888888888888889,Warm
Ancient Park,Brazil,South America,Religious,153.63,Winter,4.4,0.61,No,Premium,3.875,3.625,4.0,3.625,4.0,4.25,3.0,3.5,2.5,Warm
Hidden Beach,Peru,South America,Religious,116.17,Summer,4.8,0.88,No,Mid-range,4.333333333333333,3.8333333333333335,4.166666666666667,1.1666666666666667,2.5,3.6666666666666665,2.5,2.5,3.3333333333333335,Cold
Golden Falls,Greece,Europe,Adventure,63.44,Spring,4.9,9.75,No,Mid-range,4.0,3.2,3.8,3.8,3.6,4.6,3.2,3.2,3.0,Warm
Serene Ruins,Japan,Asia,City,63.31,Summer,4.6,7.24,No,Mid-range,4.5,2.2,3.3,1.6,3.1,4.4,3.0,3.6,2.8,Warm
Serene Temple,Peru,South America,City,173.67,Summer,4.4,4.06,No,Premium,4.333333333333333,3.8333333333333335,4.166666666666667,1.1666666666666667,2.5,3.6666666666666665,2.5,2.5,3.3333333333333335,Cold
Grand Canyon,Peru,South America,Historical,118.49,Spring,4.5,4.55,No,Mid-range,4.333333333333333,3.8333333333333335,4.166666666666667,1.1666666666666667,2.5,3.6666666666666665,2.5,2.5,3.3333333333333335,Cold
Lush Forest,Italy,Europe,Beach,171.61,Spring,4.6,2.63,No,Premium,4.578947368421052,2.473684210526316,3.3684210526315788,2.210526315789474,3.0,4.631578947368421,3.1578947368421053,3.5789473684210527,2.8421052631578947,Warm
Sacred Canyon,Australia,Oceania,Beach,181.78,Autumn,4.3,9.34,No,Premium,3.2941176470588234,3.9411764705882355,4.529411764705882,3.6470588235294117,2.588235294117647,3.5294117647058822,3.2941176470588234,2.588235294117647,3.5294117647058822,Warm
Ancient Temple,India,Asia,Nature,144.47,Spring,4.2,3.71,No,Mid-range,4.777777777777778,3.0,3.0,1.6666666666666667,2.888888888888889,4.333333333333333,3.0,3.3333333333333335,2.3333333333333335,Pleasant
Mystic Canyon,India,Asia,Beach,183.87,Summer,4.3,0.99,No,Premium,4.777777777777778,3.0,3.0,1.6666666666666667,2.888888888888889,4.333333333333333,3.0,3.3333333333333335,2.3333333333333335,Pleasant
Mystic Pagoda,Spain,Europe,Beach,30.0,Winter,4.4,3.68,Yes,Budget,4.25,3.1666666666666665,3.4166666666666665,3.0,3.6666666666666665,4.416666666666667,3.1666666666666665,3.4166666666666665,2.75,Pleasant
Sacred Ruins,Germany,Europe,City,183.66,Summer,3.8,2.03,Yes,Premium,4.2727272727272725,2.4545454545454546,3.1818181818181817,1.4545454545454546,3.6363636363636362,3.8181818181818183,3.0,4.0,2.5454545454545454,Warm
Golden Canyon,Vietnam,Asia,Historical,216.43,Autumn,4.6,7.72,No,Premium,4.142857142857143,3.4285714285714284,3.7142857142857144,1.8571428571428572,2.4285714285714284,4.285714285714286,3.142857142857143,3.0,3.4285714285714284,Cold
Serene Forest,Canada,North America,Beach,141.4,Summer,4.4,3.05,No,Mid-range,3.9285714285714284,3.5714285714285716,4.285714285714286,2.142857142857143,3.0,3.5,3.2857142857142856,3.2857142857142856,3.0714285714285716,Cold
Hidden Pagoda,Morocco,Africa,Historical,92.28,Autumn,4.0,6.96,No,Mid-range,4.285714285714286,2.5714285714285716,3.0,2.0,2.857142857142857,4.142857142857143,3.142857142857143,3.2857142857142856,3.0,Pleasant
Mystic Canyon,South Africa,Africa,Religious,228.39,Autumn,4.2,2.34,No,Premium,3.75,3.5,4.0,2.75,3.5,4.0,3.0,4.0,2.25,Warm
Crystal Beach,USA,North America,Historical,84.14,Winter,4.7,8.92,No,Mid-range,4.084714165503293,3.2801098212388133,3.7489909779763613,2.33892642417113,3.117380553583651,4.038431451973767,3.119507328644805,3.2649765443172725,2.934566021440665,Pleasant
Mystic Park,Germany,Europe,Historical,134.37,Spring,4.7,2.68,No,Mid-range,4.2727272727272725,2.4545454545454546,3.1818181818181817,1.4545454545454546,3.6363636363636362,3.8181818181818183,3.0,4.0,2.5454545454545454,Warm
Mystic Ruins,USA,North America,Religious,76.66,Spring,4.3,6.89,Yes,Mid-range,4.084714165503293,3.2801098212388133,3.7489909779763613,2.33892642417113,3.117380553583651,4.038431451973767,3.119507328644805,3.2649765443172725,2.934566021440665,Pleasant
Hidden Park,USA,North America,City,175.83,Summer,4.8,8.33,Yes,Premium,4.084714165503293,3.2801098212388133,3.7489909779763613,2.33892642417113,3.117380553583651,4.038431451973767,3.119507328644805,3.2649765443172725,2.934566021440665,Pleasant
Serene Forest,Germany,Europe,Adventure,94.82,Spring,4.4,7.51,No,Mid-range,4.2727272727272725,2.4545454545454546,3.1818181818181817,1.4545454545454546,3.6363636363636362,3.8181818181818183,3.0,4.0,2.5454545454545454,Warm
Mystic Falls,Italy,Europe,Religious,220.07,Spring,4.2,3.07,No,Premium,4.578947368421052,2.473684210526316,3.3684210526315788,2.210526315789474,3.0,4.631578947368421,3.1578947368421053,3.5789473684210527,2.8421052631578947,Warm
Ancient Beach,India,Asia,Nature,194.65,Winter,5.0,8.73,No,Premium,4.777777777777778,3.0,3.0,1.6666666666666667,2.888888888888889,4.333333333333333,3.0,3.3333333333333335,2.3333333333333335,Pleasant
Hidden Ruins,China,Asia,Adventure,135.99,Winter,4.0,6.38,No,Mid-range,4.333333333333333,3.2222222222222223,3.5555555555555554,1.2222222222222223,3.111111111111111,3.888888888888889,3.0,3.5555555555555554,2.888888888888889,Warm
Crystal Pagoda,France,Europe,Religious,73.25,Spring,3.9,3.64,No,Mid-range,4.266666666666667,2.466666666666667,3.2,2.0,3.1333333333333333,4.2,3.066666666666667,3.466666666666667,2.933333333333333,Pleasant
Lush Falls,Argentina,South America,Nature,207.23,Winter,4.6,2.41,No,Premium,3.4,4.2,4.3,1.5,3.0,3.8,3.0,3.0,3.5,Cold
Mystic Forest,Greece,Europe,Religious,159.26,Autumn,4.6,8.32,No,Premium,4.0,3.2,3.8,3.8,3.6,4.6,3.2,3.2,3.0,Warm
Serene Pagoda,Greece,Europe,Historical,223.48,Summer,4.6,0.65,No,Premium,4.0,3.2,3.8,3.8,3.6,4.6,3.2,3.2,3.0,Warm
Serene Park,Japan,Asia,Beach,102.38,Spring,4.3,7.77,Yes,Mid-range,4.5,2.2,3.3,1.6,3.1,4.4,3.0,3.6,2.8,Warm
Ancient Forest,Australia,Oceania,City,179.32,Spring,4.4,1.48,Yes,Premium,3.2941176470588234,3.9411764705882355,4.529411764705882,3.6470588235294117,2.588235294117647,3.5294117647058822,3.2941176470588234,2.588235294117647,3.5294117647058822,Warm
Grand Temple,India,Asia,Religious,195.02,Summer,4.6,3.58,No,Premium,4.777777777777778,3.0,3.0,1.6666666666666667,2.888888888888889,4.333333333333333,3.0,3.3333333333333335,2.3333333333333335,Pleasant
Hidden Plaza,Vietnam,Asia,Historical,195.08,Summer,5.0,6.23,No,Premium,4.142857142857143,3.4285714285714284,3.7142857142857144,1.8571428571428572,2.4285714285714284,4.285714285714286,3.142857142857143,3.0,3.4285714285714284,Cold
Hidden Beach,Germany,Europe,Religious,186.78,Autumn,5.0,4.58,No,Premium,4.2727272727272725,2.4545454545454546,3.1818181818181817,1.4545454545454546,3.6363636363636362,3.8181818181818183,3.0,4.0,2.5454545454545454,Warm
Lush Forest,Argentina,South America,Historical,195.9,Spring,4.3,2.65,No,Premium,3.4,4.2,4.3,1.5,3.0,3.8,3.0,3.0,3.5,Cold
Grand Pagoda,Spain,Europe,City,97.49,Autumn,4.7,6.44,No,Mid-range,4.25,3.1666666666666665,3.4166666666666665,3.0,3.6666666666666665,4.416666666666667,3.1666666666666665,3.4166666666666665,2.75,Pleasant
Grand Ruins,Argentina,South America,City,109.59,Autumn,4.7,1.07,No,Mid-range,3.4,4.2,4.3,1.5,3.0,3.8,3.0,3.0,3.5,Cold
Crystal Pagoda,South Africa,Africa,Nature,164.19,Summer,4.2,8.57,Yes,Premium,3.75,3.5,4.0,2.75,3.5,4.0,3.0,4.0,2.25,Warm
Grand Valley,Australia,Oceania,Historical,135.69,Summer,3.9,9.32,No,Mid-range,3.2941176470588234,3.9411764705882355,4.529411764705882,3.6470588235294117,2.588235294117647,3.5294117647058822,3.2941176470588234,2.588235294117647,3.5294117647058822,Warm
Sacred Pagoda,France,Europe,Adventure,129.1,Spring,3.9,0.63,No,Mid-range,4.266666666666667,2.466666666666667,3.2,2.0,3.1333333333333333,4.2,3.066666666666667,3.466666666666667,2.933333333333333,Pleasant
Grand Canyon,South Africa,Africa,City,140.72,Winter,4.4,0.76,Yes,Mid-range,3.75,3.5,4.0,2.75,3.5,4.0,3.0,4.0,2.25,Warm
Crystal Park,New Zealand,Oceania,Adventure,96.46,Summer,5.0,5.71,No,Mid-range,3.3333333333333335,4.0,4.555555555555555,2.7777777777777777,3.111111111111111,3.3333333333333335,3.4444444444444446,3.0,3.2222222222222223,Cold
Golden Ruins,Argentina,South America,Adventure,122.71,Autumn,4.2,6.81,Yes,Mid-range,3.4,4.2,4.3,1.5,3.0,3.8,3.0,3.0,3.5,Cold
Crystal Plaza,Brazil,South America,Historical,159.24,Autumn,4.8,5.86,Yes,Premium,3.875,3.625,4.0,3.625,4.0,4.25,3.0,3.5,2.5,Warm
Crystal Pagoda,USA,North America,Adventure,111.35,Winter,4.5,1.35,Yes,Mid-range,4.084714165503293,3.2801098212388133,3.7489909779763613,2.33892642417113,3.117380553583651,4.038431451973767,3.119507328644805,3.2649765443172725,2.934566021440665,Pleasant
Grand Canyon,Spain,Europe,Nature,66.57,Spring,4.8,9.21,No,Mid-range,4.25,3.1666666666666665,3.4166666666666665,3.0,3.6666666666666665,4.416666666666667,3.1666666666666665,3.4166666666666665,2.75,Pleasant
Ancient Falls,Morocco,Africa,Religious,96.62,Autumn,4.4,7.29,No,Mid-range,4.285714285714286,2.5714285714285716,3.0,2.0,2.857142857142857,4.142857142857143,3.142857142857143,3.2857142857142856,3.0,Pleasant
Mystic Park,Australia,Oceania,Religious,161.45,Summer,3.9,7.13,No,Premium,3.2941176470588234,3.9411764705882355,4.529411764705882,3.6470588235294117,2.588235294117647,3.5294117647058822,3.2941176470588234,2.588235294117647,3.5294117647058822,Warm
Mystic Falls,Italy,Europe,City,155.56,Spring,4.5,6.93,No,Premium,4.578947368421052,2.473684210526316,3.3684210526315788,2.210526315789474,3.0,4.631578947368421,3.1578947368421053,3.5789473684210527,2.8421052631578947,Warm
Hidden Beach,USA,North America,Beach,168.38,Spring,4.5,3.31,No,Premium,4.084714165503293,3.2801098212388133,3.7489909779763613,2.33892642417113,3.117380553583651,4.038431451973767,3.119507328644805,3.2649765443172725,2.934566021440665,Pleasant
Mystic Valley,Argentina,South America,Historical,182.63,Summer,4.2,6.52,No,Premium,3.4,4.2,4.3,1.5,3.0,3.8,3.0,3.0,3.5,Cold
Crystal Canyon,Egypt,Africa,City,138.09,Spring,4.5,7.42,No,Mid-range,4.428571428571429,3.0,3.5714285714285716,2.142857142857143,2.4285714285714284,3.7142857142857144,2.857142857142857,2.857142857142857,3.0,Cold
Hidden Ruins,Kenya,Africa,Religious,208.25,Spring,4.1,5.79,Yes,Premium,4.0,4.0,4.5,3.0,3.0,3.5,3.0,3.5,2.5,Warm
Lush Plaza,France,Europe,City,106.08,Spring,4.4,1.4,No,Mid-range,4.266666666666667,2.466666666666667,3.2,2.0,3.1333333333333333,4.2,3.066666666666667,3.466666666666667,2.933333333333333,Pleasant
Sacred Temple,Peru,South America,City,111.99,Summer,4.6,4.32,Yes,Mid-range,4.333333333333333,3.8333333333333335,4.166666666666667,1.1666666666666667,2.5,3.6666666666666665,2.5,2.5,3.3333333333333335,Cold
Ancient Valley,Canada,North America,Nature,194.07,Summer,4.7,1.62,No,Premium,3.9285714285714284,3.5714285714285716,4.285714285714286,2.142857142857143,3.0,3.5,3.2857142857142856,3.2857142857142856,3.0714285714285716,Cold
Hidden Ruins,Germany,Europe,Beach,85.12,Autumn,4.3,0.62,No,Mid-range,4.2727272727272725,2.4545454545454546,3.1818181818181817,1.4545454545454546,3.6363636363636362,3.8181818181818183,3.0,4.0,2.5454545454545454,Warm
Crystal Beach,India,Asia,Nature,208.51,Spring,4.5,9.6,Yes,Premium,4.777777777777778,3.0,3.0,1.6666666666666667,2.888888888888889,4.333333333333333,3.0,3.3333333333333335,2.3333333333333335,Pleasant
Mystic Temple,Greece,Europe,City,180.42,Winter,5.0,1.31,No,Premium,4.0,3.2,3.8,3.8,3.6,4.6,3.2,3.2,3.0,Warm
Ancient Plaza,Argentina,South America,City,42.38,Winter,4.8,6.27,Yes,Budget,3.4,4.2,4.3,1.5,3.0,3.8,3.0,3.0,3.5,Cold
Grand Beach,Greece,Europe,Beach,80.55,Summer,4.3,1.4,No,Mid-range,4.0,3.2,3.8,3.8,3.6,4.6,3.2,3.2,3.0,Warm
Sacred Park,Canada,North America,Beach,118.61,Summer,4.4,2.18,No,Mid-range,3.9285714285714284,3.5714285714285716,4.285714285714286,2.142857142857143,3.0,3.5,3.2857142857142856,3.2857142857142856,3.0714285714285716,Cold
Golden Valley,Italy,Europe,Adventure,148.42,Summer,4.6,5.55,No,Mid-range,4.578947368421052,2.473684210526316,3.3684210526315788,2.210526315789474,3.0,4.631578947368421,3.1578947368421053,3.5789473684210527,2.8421052631578947,Warm
Ancient Park,Argentina,South America,Religious,213.85,Summer,4.6,3.61,No,Premium,3.4,4.2,4.3,1.5,3.0,3.8,3.0,3.0,3.5,Cold
Hidden Beach,Canada,North America,Nature,109.11,Winter,4.0,6.89,Yes,Mid-range,3.9285714285714284,3.5714285714285716,4.285714285714286,2.142857142857143,3.0,3.5,3.2857142857142856,3.2857142857142856,3.0714285714285716,Cold
Hidden Falls,Spain,Europe,City,92.33,Spring,4.8,1.77,No,Mid-range,4.25,3.1666666666666665,3.4166666666666665,3.0,3.6666666666666665,4.416666666666667,3.1666666666666665,3.4166666666666665,2.75,Pleasant
Ancient Valley,USA,North America,Nature,104.15,Winter,4.6,6.0,No,Mid-range,4.084714165503293,3.2801098212388133,3.7489909779763613,2.33892642417113,3.117380553583651,4.038431451973767,3.119507328644805,3.2649765443172725,2.934566021440665,Pleasant
Crystal Ruins,South Africa,Africa,Beach,205.04,Winter,4.8,7.66,No,Premium,3.75,3.5,4.0,2.75,3.5,4.0,3.0,4.0,2.25,Warm
Sacred Pagoda,New Zealand,Oceania,Beach,149.99,Summer,4.8,7.44,No,Mid-range,3.3333333333333335,4.0,4.555555555555555,2.7777777777777777,3.111111111111111,3.3333333333333335,3.4444444444444446,3.0,3.2222222222222223,Cold
Ancient Ruins,Japan,Asia,Religious,90.91,Winter,4.6,0.74,No,Mid-range,4.5,2.2,3.3,1.6,3.1,4.4,3.0,3.6,2.8,Warm
Serene Plaza,Japan,Asia,Adventure,127.02,Autumn,4.0,6.36,Yes,Mid-range,4.5,2.2,3.3,1.6,3.1,4.4,3.0,3.6,2.8,Warm
Sacred Ruins,Greece,Europe,Historical,131.93,Summer,4.6,1.69,No,Mid-range,4.0,3.2,3.8,3.8,3.6,4.6,3.2,3.2,3.0,Warm
Golden Valley,Vietnam,Asia,Historical,277.73,Spring,4.3,5.64,No,Premium,4.142857142857143,3.4285714285714284,3.7142857142857144,1.8571428571428572,2.4285714285714284,4.285714285714286,3.142857142857143,3.0,3.4285714285714284,Cold
Lush Park,Peru,South America,Adventure,159.81,Summer,4.2,5.67,No,Premium,4.333333333333333,3.8333333333333335,4.166666666666667,1.1666666666666667,2.5,3.6666666666666665,2.5,2.5,3.3333333333333335,Cold
Grand Canyon,Argentina,South America,Religious,182.87,Autumn,4.1,8.29,Yes,Premium,3.4,4.2,4.3,1.5,3.0,3.8,3.0,3.0,3.5,Cold
Lush Falls,Thailand,Asia,City,149.88,Summer,4.3,7.05,No,Mid-range,4.0,3.6,3.8,2.8,3.2,4.4,3.8,2.8,3.4,Cold
Grand Pagoda,USA,North America,Beach,108.11,Autumn,4.2,6.33,No,Mid-range,4.084714165503293,3.2801098212388133,3.7489909779763613,2.33892642417113,3.117380553583651,4.038431451973767,3.119507328644805,3.2649765443172725,2.934566021440665,Pleasant
Grand Plaza,Australia,Oceania,Religious,229.49,Summer,4.7,3.97,Yes,Premium,3.2941176470588234,3.9411764705882355,4.529411764705882,3.6470588235294117,2.588235294117647,3.5294117647058822,3.2941176470588234,2.588235294117647,3.5294117647058822,Warm
Serene Falls,South Africa,Africa,Beach,124.04,Winter,5.0,2.3,Yes,Mid-range,3.75,3.5,4.0,2.75,3.5,4.0,3.0,4.0,2.25,Warm
Grand Pagoda,Canada,North America,Nature,175.14,Autumn,5.0,3.91,Yes,Premium,3.9285714285714284,3.5714285714285716,4.285714285714286,2.142857142857143,3.0,3.5,3.2857142857142856,3.2857142857142856,3.0714285714285716,Cold
Grand Falls,Brazil,South America,Religious,131.29,Spring,4.5,7.78,No,Mid-range,3.875,3.625,4.0,3.625,4.0,4.25,3.0,3.5,2.5,Warm
Sacred Canyon,Vietnam,Asia,Religious,98.68,Autumn,4.9,6.92,No,Mid-range,4.142857142857143,3.4285714285714284,3.7142857142857144,1.8571428571428572,2.4285714285714284,4.285714285714286,3.142857142857143,3.0,3.4285714285714284,Cold
Lush Pagoda,Germany,Europe,Adventure,221.29,Summer,4.3,4.81,Yes,Premium,4.2727272727272725,2.4545454545454546,3.1818181818181817,1.4545454545454546,3.6363636363636362,3.8181818181818183,3.0,4.0,2.5454545454545454,Warm
Golden Valley,Mexico,North America,Religious,183.95,Winter,4.5,2.88,Yes,Premium,3.933333333333333,3.466666666666667,3.533333333333333,2.8666666666666667,3.6666666666666665,4.333333333333333,3.4,3.2,2.6666666666666665,Cold
Grand Park,Vietnam,Asia,Religious,160.9,Summer,4.2,9.71,No,Premium,4.142857142857143,3.4285714285714284,3.7142857142857144,1.8571428571428572,2.4285714285714284,4.285714285714286,3.142857142857143,3.0,3.4285714285714284,Cold
Ancient Valley,Kenya,Africa,Historical,120.31,Winter,4.5,3.72,No,Mid-range,4.0,4.0,4.5,3.0,3.0,3.5,3.0,3.5,2.5,Warm
Serene Canyon,Kenya,Africa,Nature,87.47,Autumn,4.5,6.75,No,Mid-range,4.0,4.0,4.5,3.0,3.0,3.5,3.0,3.5,2.5,Warm
Sacred Falls,Kenya,Africa,Adventure,92.33,Autumn,4.0,1.59,No,Mid-range,4.0,4.0,4.5,3.0,3.0,3.5,3.0,3.5,2.5,Warm
Golden Plaza,New Zealand,Oceania,Nature,139.33,Summer,4.8,4.18,No,Mid-range,3.3333333333333335,4.0,4.555555555555555,2.7777777777777777,3.111111111111111,3.3333333333333335,3.4444444444444446,3.0,3.2222222222222223,Cold
Grand Pagoda,Greece,Europe,Adventure,114.55,Autumn,5.0,6.66,No,Mid-range,4.0,3.2,3.8,3.8,3.6,4.6,3.2,3.2,3.0,Warm
Crystal Ruins,India,Asia,Beach,158.63,Summer,4.7,9.57,Yes,Premium,4.777777777777778,3.0,3.0,1.6666666666666667,2.888888888888889,4.333333333333333,3.0,3.3333333333333335,2.3333333333333335,Pleasant
Grand Pagoda,Vietnam,Asia,Adventure,146.13,Winter,4.1,6.22,No,Mid-range,4.142857142857143,3.4285714285714284,3.7142857142857144,1.8571428571428572,2.4285714285714284,4.285714285714286,3.142857142857143,3.0,3.4285714285714284,Cold
Sacred Park,Greece,Europe,Nature,60.16,Autumn,4.9,3.71,No,Mid-range,4.0,3.2,3.8,3.8,3.6,4.6,3.2,3.2,3.0,Warm
Grand Canyon,Vietnam,Asia,Adventure,136.01,Winter,4.2,2.05,No,Mid-range,4.142857142857143,3.4285714285714284,3.7142857142857144,1.8571428571428572,2.4285714285714284,4.285714285714286,3.142857142857143,3.0,3.4285714285714284,Cold
Hidden Canyon,Vietnam,Asia,Nature,107.98,Autumn,4.7,1.06,No,Mid-range,4.142857142857143,3.4285714285714284,3.7142857142857144,1.8571428571428572,2.4285714285714284,4.285714285714286,3.142857142857143,3.0,3.4285714285714284,Cold
Mystic Falls,Peru,South America,Beach,258.25,Summer,4.9,8.78,No,Premium,4.333333333333333,3.8333333333333335,4.166666666666667,1.1666666666666667,2.5,3.6666666666666665,2.5,2.5,3.3333333333333335,Cold
Hidden Plaza,Japan,Asia,Religious,57.7,Summer,4.8,8.13,No,Budget,4.5,2.2,3.3,1.6,3.1,4.4,3.0,3.6,2.8,Warm
Grand Falls,Greece,Europe,Adventure,109.19,Spring,4.5,5.88,No,Mid-range,4.0,3.2,3.8,3.8,3.6,4.6,3.2,3.2,3.0,Warm
Crystal Park,Italy,Europe,Religious,139.79,Winter,4.7,3.32,Yes,Mid-range,4.578947368421052,2.473684210526316,3.3684210526315788,2.210526315789474,3.0,4.631578947368421,3.1578947368421053,3.5789473684210527,2.8421052631578947,Warm
Ancient Falls,Spain,Europe,Religious,146.3,Summer,4.5,4.61,No,Mid-range,4.25,3.1666666666666665,3.4166666666666665,3.0,3.6666666666666665,4.416666666666667,3.1666666666666665,3.4166666666666665,2.75,Pleasant
Grand Park,USA,North America,Beach,112.18,Spring,4.6,9.43,Yes,Mid-range,4.084714165503293,3.2801098212388133,3.7489909779763613,2.33892642417113,3.117380553583651,4.038431451973767,3.119507328644805,3.2649765443172725,2.934566021440665,Pleasant
Lush Park,Australia,Oceania,Adventure,175.28,Spring,4.9,8.37,Yes,Premium,3.2941176470588234,3.9411764705882355,4.529411764705882,3.6470588235294117,2.588235294117647,3.5294117647058822,3.2941176470588234,2.588235294117647,3.5294117647058822,Warm
Hidden Park,France,Europe,Historical,147.71,Autumn,4.3,6.49,No,Mid-range,4.266666666666667,2.466666666666667,3.2,2.0,3.1333333333333333,4.2,3.066666666666667,3.466666666666667,2.933333333333333,Pleasant
Serene Falls,Greece,Europe,Adventure,174.57,Summer,4.7,3.13,No,Premium,4.0,3.2,3.8,3.8,3.6,4.6,3.2,3.2,3.0,Warm
Crystal Falls,Vietnam,Asia,Nature,177.98,Spring,4.3,0.88,Yes,Premium,4.142857142857143,3.4285714285714284,3.7142857142857144,1.8571428571428572,2.4285714285714284,4.285714285714286,3.142857142857143,3.0,3.4285714285714284,Cold
Ancient Forest,Thailand,Asia,City,171.8,Autumn,3.7,6.02,No,Premium,4.0,3.6,3.8,2.8,3.2,4.4,3.8,2.8,3.4,Cold
Grand Temple,Canada,North America,Historical,159.34,Spring,4.6,5.07,Yes,Premium,3.9285714285714284,3.5714285714285716,4.285714285714286,2.142857142857143,3.0,3.5,3.2857142857142856,3.2857142857142856,3.0714285714285716,Cold
Ancient Park,Egypt,Africa,Religious,116.25,Summer,4.4,4.68,No,Mid-range,4.428571428571429,3.0,3.5714285714285716,2.142857142857143,2.4285714285714284,3.7142857142857144,2.857142857142857,2.857142857142857,3.0,Cold
